Angle reel (degres);Pastille 1;Pastille 2;Pastille 3;Pastille 4;Pastille 5;Pastille 6;Moyenne reelle;Ecart type reel (degres);;
345;9,88E-01;8,11E-01;0,00E+00;1,64E-02;9,39E-01;1,00E+00;1,11E-07;7,40E-08;;
195;0,00E+00;8,61E-01;9,22E-01;8,84E-01;1,00E+00;1,38E-01;1,46E-06;6,09E-07;;
300;9,49E-01;7,26E-03;0,00E+00;6,96E-01;9,96E-01;1,00E+00;1,24E-06;8,79E-07;;
30;9,86E-01;9,63E-01;1,23E-01;0,00E+00;5,13E-01;1,00E+00;2,11E-06;1,12E-06;;
105;8,86E-01;1,00E+00;1,00E+00;8,63E-01;0,00E+00;1,88E-02;1,08E-07;7,39E-08;;
180;0,00E+00;8,20E-01;9,77E-01;1,00E+00;8,41E-01;4,29E-04;2,07E-07;1,44E-07;;
195;0,00E+00;8,75E-01;9,69E-01;9,50E-01;1,00E+00;3,09E-02;2,08E-06;1,33E-06;;
150;1,20E-01;9,87E-01;1,00E+00;9,82E-01;5,52E-01;0,00E+00;1,88E-06;1,04E-06;;
360;4,57E-01;8,13E-01;4,00E-02;0,00E+00;1,00E+00;4,04E-01;8,30E-07;8,75E-08;;
180;8,48E-03;8,81E-01;1,00E+00;1,00E+00;8,39E-01;0,00E+00;1,96E-06;1,07E-06;;
30;1,00E+00;9,48E-01;3,70E-02;0,00E+00;2,56E-01;9,58E-01;1,89E-07;1,50E-07;;
330;1,00E+00;4,73E-01;0,00E+00;6,33E-02;9,79E-01;9,96E-01;7,09E-07;4,90E-07;;
120;8,41E-01;9,31E-01;9,39E-01;1,00E+00;4,55E-02;0,00E+00;2,21E-06;1,24E-06;;
315;9,94E-01;4,17E-02;0,00E+00;4,88E-02;9,97E-01;1,00E+00;2,63E-07;2,43E-07;;
180;0,00E+00;8,12E-01;1,00E+00;9,98E-01;7,73E-01;1,15E-03;1,51E-08;9,63E-09;;
165;2,77E-02;9,71E-01;1,00E+00;9,87E-01;8,96E-01;0,00E+00;1,64E-08;1,03E-08;;
75;9,95E-01;1,00E+00;8,96E-01;1,22E-02;0,00E+00;8,77E-01;3,19E-07;2,22E-07;;
345;1,00E+00;9,57E-01;0,00E+00;5,67E-02;9,81E-01;9,63E-01;2,30E-06;1,16E-06;;
105;8,72E-01;1,00E+00;9,93E-01;8,91E-01;0,00E+00;1,07E-02;2,41E-07;1,68E-07;;
45;1,00E+00;9,90E-01;1,53E-01;0,00E+00;1,57E-01;9,78E-01;1,75E-06;1,26E-06;;
195;0,00E+00;7,20E-01;9,58E-01;9,84E-01;1,00E+00;4,76E-02;1,54E-08;9,95E-09;;
210;0,00E+00;3,80E-01;9,65E-01;1,00E+00;9,63E-01;6,55E-02;1,47E-06;1,02E-06;;
330;9,79E-01;4,09E-01;0,00E+00;8,52E-02;9,33E-01;1,00E+00;1,73E-06;1,14E-06;;
330;1,00E+00;2,49E-01;0,00E+00;2,29E-01;9,95E-01;9,96E-01;1,88E-06;1,16E-06;;
270;5,20E-01;0,00E+00;5,18E-01;9,80E-01;1,00E+00;9,80E-01;2,25E-07;1,21E-07;;
210;0,00E+00;3,52E-01;9,69E-01;1,00E+00;9,67E-01;5,12E-02;2,27E-07;1,63E-07;;
135;2,48E-01;9,89E-01;9,50E-01;1,00E+00;2,57E-01;0,00E+00;1,89E-06;1,01E-06;;
165;2,94E-02;9,51E-01;9,68E-01;1,00E+00;9,06E-01;0,00E+00;1,67E-06;1,03E-06;;
345;1,00E+00;9,46E-01;0,00E+00;3,92E-02;9,53E-01;9,87E-01;2,68E-07;1,55E-07;;
15;9,71E-01;1,00E+00;4,29E-02;0,00E+00;9,03E-01;9,23E-01;2,29E-07;1,34E-07;;
120;7,22E-01;9,82E-01;1,00E+00;9,79E-01;1,72E-02;0,00E+00;1,98E-06;1,34E-06;;
60;8,44E-01;8,43E-01;9,06E-01;0,00E+00;5,16E-03;1,00E+00;1,48E-06;6,51E-07;;
90;9,52E-01;8,65E-01;1,00E+00;7,37E-01;0,00E+00;7,06E-01;1,54E-06;5,99E-07;;
90;9,92E-01;1,00E+00;9,86E-01;5,64E-01;0,00E+00;5,67E-01;1,95E-06;1,01E-06;;
270;5,69E-01;0,00E+00;5,78E-01;9,82E-01;1,00E+00;9,86E-01;3,53E-07;1,79E-07;;
255;5,44E-02;0,00E+00;9,08E-01;1,00E+00;9,68E-01;9,18E-01;1,91E-06;1,23E-06;;
75;1,00E+00;9,90E-01;9,90E-01;1,20E-01;0,00E+00;9,96E-01;2,15E-06;1,14E-06;;
210;0,00E+00;1,00E+00;7,08E-01;6,55E-01;7,57E-01;2,15E-01;8,12E-07;9,68E-08;;
225;0,00E+00;9,44E-02;9,38E-01;9,66E-01;1,00E+00;6,40E-01;2,09E-06;1,17E-06;;
315;1,00E+00;9,21E-02;0,00E+00;5,95E-01;9,48E-01;9,33E-01;2,02E-06;1,17E-06;;
135;6,60E-02;9,83E-01;1,00E+00;9,72E-01;6,15E-02;0,00E+00;4,10E-08;3,62E-08;;
270;6,30E-01;0,00E+00;6,34E-01;1,00E+00;9,87E-01;9,94E-01;2,10E-06;1,02E-06;;
315;1,00E+00;1,02E-01;0,00E+00;1,06E-01;9,93E-01;9,79E-01;1,65E-06;1,36E-06;;
90;1,00E+00;7,75E-01;9,98E-01;6,41E-01;0,00E+00;6,51E-01;7,38E-07;3,09E-07;;
270;6,99E-01;0,00E+00;6,82E-01;9,67E-01;9,53E-01;1,00E+00;2,37E-06;1,05E-06;;
75;9,94E-01;1,00E+00;8,84E-01;5,71E-02;0,00E+00;8,99E-01;1,10E-07;6,95E-08;;
165;1,78E-02;9,55E-01;1,00E+00;9,96E-01;8,25E-01;0,00E+00;3,33E-07;2,19E-07;;
150;3,71E-02;9,75E-01;1,00E+00;9,94E-01;3,10E-01;0,00E+00;6,55E-07;5,14E-07;;
285;9,17E-01;0,00E+00;1,98E-01;1,00E+00;6,62E-01;8,18E-01;7,85E-07;2,03E-07;;
225;0,00E+00;9,40E-02;9,98E-01;1,00E+00;9,92E-01;9,26E-02;1,57E-06;1,32E-06;;
255;8,77E-02;0,00E+00;9,60E-01;1,00E+00;9,68E-01;9,44E-01;2,04E-06;1,21E-06;;
150;2,13E-02;9,83E-01;1,00E+00;9,89E-01;1,60E-01;0,00E+00;2,05E-07;1,78E-07;;
360;9,92E-01;7,33E-01;2,41E-03;0,00E+00;8,22E-01;1,00E+00;2,07E-07;1,34E-07;;
60;9,54E-01;1,00E+00;9,55E-01;0,00E+00;4,06E-02;9,41E-01;2,20E-06;1,22E-06;;
270;7,76E-01;0,00E+00;7,67E-01;1,00E+00;9,77E-01;9,91E-01;2,47E-06;9,74E-07;;
45;9,58E-01;9,96E-01;2,74E-01;0,00E+00;2,59E-01;1,00E+00;2,08E-06;1,05E-06;;
180;1,10E-03;8,13E-01;1,00E+00;9,99E-01;8,42E-01;0,00E+00;1,50E-08;9,93E-09;;
90;9,86E-01;1,00E+00;9,72E-01;4,24E-01;0,00E+00;4,34E-01;4,95E-08;2,92E-08;;
360;1,00E+00;8,55E-01;9,50E-04;0,00E+00;8,29E-01;9,90E-01;1,79E-06;1,22E-06;;
300;9,27E-01;2,86E-02;0,00E+00;7,68E-01;9,85E-01;1,00E+00;1,56E-08;9,63E-09;;
360;9,50E-01;9,67E-01;0,00E+00;2,13E-03;1,00E+00;9,56E-01;1,43E-06;6,17E-07;;
105;9,53E-01;9,90E-01;1,00E+00;5,04E-01;0,00E+00;4,27E-02;3,11E-07;2,12E-07;;
300;9,73E-01;1,13E-02;0,00E+00;7,46E-01;9,97E-01;1,00E+00;3,14E-07;2,15E-07;;
75;9,93E-01;9,96E-01;9,77E-01;3,18E-02;0,00E+00;1,00E+00;2,08E-06;1,40E-06;;
105;9,60E-01;9,85E-01;1,00E+00;4,78E-01;0,00E+00;3,41E-02;1,20E-06;8,74E-07;;
300;9,33E-01;6,90E-03;0,00E+00;5,91E-01;9,85E-01;1,00E+00;1,44E-08;1,04E-08;;
300;9,13E-01;4,16E-03;0,00E+00;5,76E-01;9,96E-01;1,00E+00;9,99E-08;7,32E-08;;
240;0,00E+00;4,08E-02;8,92E-01;1,00E+00;9,91E-01;9,11E-01;1,64E-06;9,78E-07;;
15;9,45E-01;1,00E+00;9,41E-02;0,00E+00;7,69E-01;9,66E-01;2,09E-06;1,17E-06;;
315;1,00E+00;2,66E-01;0,00E+00;2,52E-01;9,55E-01;9,32E-01;2,11E-06;1,02E-06;;
60;8,56E-01;8,10E-01;1,00E+00;0,00E+00;6,40E-02;8,95E-01;1,51E-06;5,79E-07;;
240;0,00E+00;3,15E-02;9,66E-01;9,82E-01;1,00E+00;8,04E-01;1,99E-06;1,25E-06;;
330;9,44E-01;7,24E-01;0,00E+00;1,68E-01;1,00E+00;9,57E-01;1,51E-06;4,42E-07;;
300;8,99E-01;4,10E-03;0,00E+00;1,00E+00;9,63E-01;9,65E-01;2,23E-06;1,22E-06;;
180;0,00E+00;9,01E-01;9,84E-01;1,00E+00;8,52E-01;8,87E-04;1,85E-06;1,17E-06;;
120;8,59E-01;9,87E-01;1,00E+00;8,71E-01;0,00E+00;3,34E-03;3,22E-07;2,09E-07;;
120;7,47E-01;1,00E+00;9,89E-01;9,62E-01;1,25E-02;0,00E+00;2,37E-07;1,63E-07;;
45;9,55E-01;1,00E+00;1,39E-01;0,00E+00;1,32E-01;9,70E-01;1,14E-06;8,77E-07;;
15;1,00E+00;9,55E-01;8,52E-03;0,00E+00;7,35E-01;1,00E+00;1,06E-07;7,40E-08;;
210;0,00E+00;3,51E-01;9,54E-01;1,00E+00;9,46E-01;4,78E-02;1,97E-07;1,42E-07;;
60;9,83E-01;1,00E+00;8,17E-01;0,00E+00;3,31E-02;9,79E-01;2,11E-06;1,28E-06;;
135;1,15E-01;1,00E+00;9,87E-01;9,95E-01;1,06E-01;0,00E+00;1,72E-06;1,39E-06;;
360;1,00E+00;8,79E-01;0,00E+00;4,38E-03;8,47E-01;9,87E-01;1,96E-06;1,27E-06;;
60;9,97E-01;1,00E+00;9,02E-01;0,00E+00;2,43E-02;9,14E-01;1,32E-06;8,55E-07;;
135;4,22E-02;9,87E-01;9,94E-01;1,00E+00;3,91E-02;0,00E+00;1,99E-07;1,85E-07;;
105;8,31E-01;1,00E+00;9,64E-01;8,67E-01;0,00E+00;3,05E-02;2,44E-07;1,63E-07;;
225;0,00E+00;2,14E-01;1,00E+00;9,51E-01;9,60E-01;2,28E-01;1,24E-06;6,48E-07;;
315;9,66E-01;7,01E-02;0,00E+00;7,56E-02;9,90E-01;1,00E+00;2,03E-07;1,76E-07;;
60;9,99E-01;1,00E+00;8,49E-01;1,05E-03;0,00E+00;8,22E-01;1,53E-08;1,00E-08;;
210;0,00E+00;1,63E-01;9,97E-01;1,00E+00;9,75E-01;2,29E-02;1,29E-08;1,11E-08;;
285;8,82E-01;0,00E+00;7,83E-03;8,74E-01;1,00E+00;9,88E-01;1,06E-07;7,41E-08;;
120;7,42E-01;9,93E-01;1,00E+00;9,08E-01;1,01E-02;0,00E+00;7,13E-07;4,98E-07;;
90;9,92E-01;1,00E+00;9,83E-01;5,60E-01;0,00E+00;5,80E-01;2,68E-07;1,37E-07;;
135;6,15E-02;9,91E-01;1,00E+00;9,93E-01;5,62E-02;0,00E+00;1,48E-06;1,33E-06;;
60;5,75E-01;6,18E-01;9,12E-01;4,39E-03;0,00E+00;1,00E+00;8,08E-07;2,39E-07;;
240;5,28E-03;0,00E+00;1,00E+00;6,21E-01;6,48E-01;9,45E-01;7,96E-07;2,28E-07;;
195;0,00E+00;1,00E+00;9,78E-01;9,78E-01;9,85E-01;7,18E-02;2,32E-06;1,16E-06;;
150;2,18E-02;9,76E-01;1,00E+00;9,93E-01;1,68E-01;0,00E+00;2,72E-07;2,34E-07;;
330;1,00E+00;2,45E-01;0,00E+00;3,98E-02;9,81E-01;9,91E-01;9,60E-08;7,68E-08;;
135;3,44E-01;7,98E-01;7,74E-01;1,00E+00;3,73E-01;0,00E+00;7,31E-07;1,55E-07;;
45;9,49E-01;9,73E-01;2,41E-01;0,00E+00;2,42E-01;1,00E+00;1,92E-06;1,04E-06;;
210;0,00E+00;1,50E-01;1,00E+00;9,99E-01;9,81E-01;1,98E-02;9,02E-08;7,93E-08;;
30;7,97E-01;9,96E-01;4,10E-01;0,00E+00;4,86E-01;1,00E+00;7,54E-07;1,68E-07;;
150;1,19E-01;9,47E-01;9,90E-01;1,00E+00;5,02E-01;0,00E+00;2,05E-06;1,13E-06;;
165;6,21E-02;8,34E-01;5,21E-01;6,13E-01;1,00E+00;0,00E+00;8,42E-07;1,78E-07;;
45;1,00E+00;9,83E-01;6,66E-02;0,00E+00;6,26E-02;9,85E-01;4,11E-08;3,63E-08;;
345;9,07E-01;1,00E+00;0,00E+00;7,00E-02;8,63E-01;9,03E-01;2,33E-06;1,05E-06;;
135;5,19E-01;9,72E-01;9,78E-01;1,00E+00;5,98E-02;0,00E+00;1,53E-06;1,03E-06;;
150;3,15E-02;9,72E-01;1,00E+00;9,94E-01;2,11E-01;0,00E+00;1,54E-06;1,28E-06;;
255;1,19E-01;0,00E+00;9,97E-01;1,00E+00;9,88E-01;9,90E-01;2,15E-06;1,14E-06;;
270;1,63E-01;0,00E+00;1,62E-01;9,91E-01;1,00E+00;9,88E-01;1,65E-06;1,21E-06;;
255;6,05E-02;0,00E+00;9,24E-01;1,00E+00;9,64E-01;9,25E-01;2,07E-06;1,30E-06;;
240;0,00E+00;6,24E-03;9,06E-01;9,95E-01;1,00E+00;6,83E-01;7,05E-07;5,04E-07;;
270;4,02E-01;0,00E+00;4,67E-01;9,95E-01;7,29E-01;1,00E+00;7,52E-07;1,73E-07;;
240;0,00E+00;3,34E-03;9,82E-01;9,92E-01;1,00E+00;8,91E-01;2,01E-06;1,18E-06;;
285;6,43E-01;0,00E+00;9,49E-02;9,41E-01;9,70E-01;1,00E+00;2,09E-06;1,18E-06;;
165;7,07E-02;9,11E-01;9,46E-01;9,58E-01;1,00E+00;0,00E+00;2,16E-06;1,02E-06;;
150;1,02E-01;9,71E-01;1,00E+00;9,86E-01;1,16E-01;0,00E+00;4,32E-08;3,53E-08;;
165;8,30E-02;8,36E-01;7,51E-01;7,76E-01;1,00E+00;0,00E+00;1,58E-06;4,65E-07;;
60;1,00E+00;9,98E-01;8,65E-01;0,00E+00;6,33E-04;8,45E-01;1,07E-07;7,05E-08;;
240;0,00E+00;3,92E-02;9,49E-01;9,59E-01;1,00E+00;9,31E-01;2,08E-06;1,21E-06;;
210;0,00E+00;4,79E-01;9,68E-01;1,00E+00;9,80E-01;1,15E-01;1,88E-06;1,10E-06;;
120;9,30E-01;9,85E-01;1,00E+00;8,49E-01;1,55E-04;0,00E+00;1,60E-06;1,03E-06;;
225;0,00E+00;9,60E-02;9,62E-01;1,00E+00;9,76E-01;9,74E-02;1,32E-06;1,11E-06;;
180;0,00E+00;8,27E-01;9,88E-01;1,00E+00;7,98E-01;1,90E-04;1,57E-06;9,77E-07;;
165;3,66E-03;9,68E-01;1,00E+00;9,94E-01;7,30E-01;0,00E+00;1,26E-06;8,95E-07;;
315;1,00E+00;1,55E-01;0,00E+00;1,66E-01;9,91E-01;9,90E-01;1,80E-06;1,27E-06;;
225;0,00E+00;9,82E-02;9,82E-01;1,00E+00;9,74E-01;1,09E-01;1,54E-06;1,26E-06;;
210;0,00E+00;3,54E-01;9,55E-01;1,00E+00;9,54E-01;5,63E-02;3,01E-07;2,14E-07;;
135;5,76E-02;1,00E+00;9,95E-01;9,86E-01;5,13E-02;0,00E+00;1,05E-06;9,57E-07;;
75;9,73E-01;1,00E+00;8,55E-01;3,93E-02;0,00E+00;8,48E-01;2,10E-07;1,40E-07;;
90;1,00E+00;9,71E-01;9,90E-01;5,50E-01;0,00E+00;5,56E-01;2,17E-06;1,13E-06;;
75;9,92E-01;1,00E+00;9,36E-01;5,70E-02;0,00E+00;9,08E-01;1,58E-08;9,81E-09;;
330;9,96E-01;2,51E-01;0,00E+00;3,89E-02;9,96E-01;1,00E+00;2,18E-07;1,73E-07;;
60;9,84E-01;1,00E+00;9,12E-01;0,00E+00;3,83E-02;9,78E-01;2,16E-06;1,23E-06;;
285;8,83E-01;0,00E+00;3,04E-02;8,69E-01;9,94E-01;1,00E+00;1,56E-06;1,06E-06;;
30;1,00E+00;9,61E-01;4,23E-02;0,00E+00;2,66E-01;9,80E-01;2,88E-07;2,24E-07;;
120;7,63E-01;1,00E+00;9,96E-01;9,42E-01;1,83E-02;0,00E+00;1,06E-07;7,08E-08;;
270;1,54E-01;0,00E+00;1,57E-01;9,93E-01;1,00E+00;9,82E-01;1,39E-06;1,06E-06;;
60;1,00E+00;9,94E-01;8,53E-01;2,32E-04;0,00E+00;8,39E-01;2,42E-07;1,59E-07;;
360;9,96E-01;8,55E-01;1,35E-03;0,00E+00;8,22E-01;1,00E+00;1,80E-06;1,16E-06;;
300;1,00E+00;4,18E-02;0,00E+00;8,40E-01;9,82E-01;9,82E-01;2,00E-06;1,19E-06;;
210;0,00E+00;4,89E-01;9,36E-01;1,00E+00;9,79E-01;8,45E-02;2,13E-07;1,33E-07;;
225;0,00E+00;2,58E-01;1,00E+00;9,30E-01;9,34E-01;2,65E-01;1,31E-06;5,74E-07;;
240;0,00E+00;1,49E-02;8,93E-01;1,00E+00;1,00E+00;7,63E-01;2,38E-07;1,58E-07;;
210;0,00E+00;3,26E-01;9,91E-01;1,00E+00;9,67E-01;4,52E-02;1,16E-06;8,84E-07;;
60;9,95E-01;9,97E-01;7,18E-01;0,00E+00;1,83E-02;1,00E+00;2,01E-06;1,35E-06;;
315;9,80E-01;5,17E-02;0,00E+00;5,65E-02;1,00E+00;9,95E-01;1,28E-06;1,17E-06;;
15;1,00E+00;9,60E-01;1,57E-02;0,00E+00;8,58E-01;9,88E-01;1,10E-07;7,30E-08;;
300;8,40E-01;0,00E+00;3,90E-04;8,20E-01;9,91E-01;1,00E+00;4,84E-08;3,23E-08;;
105;8,81E-01;1,00E+00;9,91E-01;8,89E-01;0,00E+00;1,12E-02;3,19E-07;2,22E-07;;
300;8,89E-01;0,00E+00;3,11E-03;9,81E-01;9,79E-01;1,00E+00;2,01E-06;1,18E-06;;
195;0,00E+00;8,54E-01;9,52E-01;9,22E-01;1,00E+00;2,55E-02;2,02E-06;1,30E-06;;
240;0,00E+00;3,44E-02;9,13E-01;1,00E+00;9,86E-01;9,11E-01;1,91E-06;1,11E-06;;
120;7,61E-01;9,88E-01;1,00E+00;9,45E-01;1,36E-02;0,00E+00;1,26E-06;8,63E-07;;
150;2,41E-01;9,74E-01;9,82E-01;1,00E+00;2,56E-01;0,00E+00;2,00E-06;1,18E-06;;
120;9,33E-01;8,21E-01;8,78E-01;1,00E+00;7,42E-02;0,00E+00;1,49E-06;5,64E-07;;
45;1,00E+00;9,99E-01;1,11E-01;0,00E+00;1,07E-01;9,99E-01;1,70E-06;1,39E-06;;
255;3,89E-02;0,00E+00;8,60E-01;9,87E-01;1,00E+00;8,89E-01;2,44E-07;1,62E-07;;
210;0,00E+00;2,03E-01;9,75E-01;1,00E+00;9,64E-01;2,72E-02;1,33E-06;1,13E-06;;
180;3,78E-03;8,04E-01;9,99E-01;1,00E+00;8,28E-01;0,00E+00;4,77E-08;3,22E-08;;
105;8,69E-01;1,00E+00;9,89E-01;8,80E-01;0,00E+00;8,14E-03;4,86E-08;3,40E-08;;
270;4,24E-01;0,00E+00;4,34E-01;9,88E-01;1,00E+00;9,72E-01;4,95E-08;2,92E-08;;
315;9,75E-01;9,19E-02;0,00E+00;1,04E-01;1,00E+00;9,78E-01;1,57E-06;1,32E-06;;
60;9,99E-01;1,00E+00;9,91E-01;0,00E+00;5,92E-02;9,37E-01;2,15E-06;1,10E-06;;
120;5,84E-01;9,96E-01;1,00E+00;9,17E-01;4,35E-03;0,00E+00;1,99E-07;1,45E-07;;
270;1,08E-01;0,00E+00;9,88E-02;9,71E-01;1,00E+00;9,88E-01;4,31E-08;3,56E-08;;
315;9,67E-01;6,18E-02;0,00E+00;6,63E-02;9,84E-01;1,00E+00;4,09E-08;3,61E-08;;
210;0,00E+00;4,30E-01;9,85E-01;9,63E-01;1,00E+00;1,15E-01;1,22E-06;7,19E-07;;
240;0,00E+00;1,98E-02;9,94E-01;9,85E-01;1,00E+00;7,10E-01;2,01E-06;1,35E-06;;
135;8,91E-02;1,00E+00;9,95E-01;9,59E-01;8,72E-02;0,00E+00;4,15E-08;3,47E-08;;
30;1,00E+00;9,83E-01;6,52E-02;0,00E+00;3,19E-01;9,82E-01;1,84E-06;1,33E-06;;
270;6,14E-01;0,00E+00;6,10E-01;9,90E-01;1,00E+00;9,92E-01;1,43E-06;7,07E-07;;
60;1,00E+00;1,00E+00;8,43E-01;0,00E+00;9,31E-04;8,22E-01;4,84E-08;3,24E-08;;
45;1,00E+00;9,88E-01;1,45E-01;0,00E+00;1,46E-01;9,81E-01;1,67E-06;1,24E-06;;
195;0,00E+00;7,77E-01;9,67E-01;9,60E-01;1,00E+00;9,37E-02;2,09E-06;1,17E-06;;
60;1,00E+00;9,96E-01;7,54E-01;0,00E+00;1,74E-02;9,10E-01;1,05E-07;7,07E-08;;
90;9,30E-01;1,00E+00;9,28E-01;5,81E-01;0,00E+00;5,94E-01;5,40E-08;2,63E-08;;
255;6,01E-02;0,00E+00;9,05E-01;1,00E+00;9,64E-01;9,11E-01;1,98E-06;1,26E-06;;
90;9,76E-01;1,00E+00;9,65E-01;4,05E-01;0,00E+00;4,13E-01;7,31E-07;4,40E-07;;
45;9,60E-01;1,00E+00;1,95E-01;0,00E+00;1,90E-01;9,73E-01;1,48E-06;9,80E-07;;
150;6,78E-02;9,63E-01;1,00E+00;9,60E-01;4,98E-01;0,00E+00;4,91E-08;3,15E-08;;
360;1,00E+00;8,42E-01;0,00E+00;3,58E-04;8,88E-01;9,94E-01;2,13E-06;1,10E-06;;
345;6,39E-01;1,00E+00;0,00E+00;6,75E-02;8,16E-01;5,11E-01;8,43E-07;1,81E-07;;
60;9,60E-01;1,00E+00;9,30E-01;0,00E+00;3,96E-02;9,54E-01;2,08E-06;1,21E-06;;
360;9,96E-01;7,52E-01;2,64E-03;0,00E+00;8,35E-01;1,00E+00;4,81E-08;3,15E-08;;
75;9,83E-01;1,00E+00;9,72E-01;4,65E-02;0,00E+00;5,51E-01;1,46E-08;9,77E-09;;
30;1,00E+00;9,79E-01;7,65E-02;0,00E+00;4,15E-01;9,93E-01;1,49E-06;1,01E-06;;
60;9,36E-01;9,00E-01;7,16E-01;0,00E+00;2,59E-02;1,00E+00;1,30E-06;7,88E-07;;
15;9,52E-01;1,00E+00;2,55E-02;0,00E+00;8,55E-01;9,37E-01;7,60E-07;4,88E-07;;
30;1,00E+00;9,79E-01;3,65E-02;0,00E+00;2,47E-01;9,89E-01;4,30E-08;3,45E-08;;
330;9,76E-01;9,26E-02;0,00E+00;7,98E-02;9,81E-01;1,00E+00;6,16E-07;5,36E-07;;
150;5,98E-02;9,91E-01;1,00E+00;9,91E-01;3,11E-01;0,00E+00;1,72E-06;1,29E-06;;
330;1,00E+00;6,37E-01;0,00E+00;1,58E-01;9,61E-01;9,75E-01;2,22E-06;9,95E-07;;
285;9,91E-01;0,00E+00;1,35E-01;1,00E+00;9,65E-01;9,67E-01;2,28E-06;1,15E-06;;
315;9,72E-01;6,93E-02;0,00E+00;7,20E-02;9,95E-01;1,00E+00;6,09E-07;5,38E-07;;
300;1,00E+00;3,74E-02;0,00E+00;8,64E-01;9,84E-01;9,97E-01;1,90E-06;1,10E-06;;
165;1,44E-02;9,59E-01;1,00E+00;9,88E-01;7,83E-01;0,00E+00;1,81E-06;1,24E-06;;
45;8,71E-01;8,62E-01;2,83E-01;0,00E+00;2,68E-01;1,00E+00;6,22E-07;2,71E-07;;
345;9,01E-01;1,00E+00;0,00E+00;6,93E-02;8,65E-01;8,99E-01;2,37E-06;1,02E-06;;
150;5,12E-02;9,86E-01;1,00E+00;9,78E-01;3,44E-01;0,00E+00;4,57E-08;3,36E-08;;
30;9,68E-01;1,00E+00;1,88E-01;0,00E+00;5,90E-01;9,66E-01;1,42E-06;5,38E-07;;
360;9,73E-01;8,00E-01;0,00E+00;3,67E-03;7,68E-01;1,00E+00;3,33E-07;1,92E-07;;
45;9,85E-01;1,00E+00;1,72E-01;0,00E+00;1,50E-01;9,49E-01;2,24E-07;1,57E-07;;
255;2,99E-02;0,00E+00;4,63E-01;9,78E-01;9,74E-01;1,00E+00;1,20E-06;8,82E-07;;
315;9,69E-01;1,00E-01;0,00E+00;9,65E-02;9,94E-01;1,00E+00;2,08E-07;1,69E-07;;
165;7,27E-02;9,52E-01;8,97E-01;9,60E-01;1,00E+00;0,00E+00;1,46E-06;6,38E-07;;
75;1,00E+00;9,96E-01;9,49E-01;3,31E-02;0,00E+00;9,73E-01;1,99E-06;1,34E-06;;
180;2,20E-03;8,35E-01;1,00E+00;9,97E-01;8,12E-01;0,00E+00;3,15E-07;2,06E-07;;
300;9,53E-01;1,35E-02;0,00E+00;7,75E-01;1,00E+00;9,93E-01;1,55E-06;1,06E-06;;
30;1,00E+00;9,60E-01;6,86E-02;0,00E+00;4,82E-01;9,42E-01;4,81E-08;3,07E-08;;
330;9,81E-01;3,67E-01;0,00E+00;6,38E-02;9,78E-01;1,00E+00;1,44E-08;1,02E-08;;
15;1,00E+00;9,54E-01;4,77E-02;0,00E+00;9,28E-01;9,88E-01;5,21E-08;3,10E-08;;
300;8,53E-01;3,50E-03;0,00E+00;8,42E-01;9,92E-01;1,00E+00;2,42E-07;1,59E-07;;
240;0,00E+00;6,00E-02;9,38E-01;9,97E-01;1,00E+00;9,89E-01;2,14E-06;1,10E-06;;
240;0,00E+00;3,18E-02;9,63E-01;9,87E-01;1,00E+00;8,10E-01;2,06E-06;1,28E-06;;
345;9,97E-01;8,00E-01;0,00E+00;1,29E-02;9,74E-01;1,00E+00;1,57E-06;1,08E-06;;
75;9,81E-01;9,79E-01;1,00E+00;5,70E-02;0,00E+00;5,21E-01;1,53E-06;1,03E-06;;
300;9,54E-01;1,60E-02;0,00E+00;7,70E-01;9,89E-01;1,00E+00;3,20E-07;2,10E-07;;
315;1,00E+00;2,18E-01;0,00E+00;2,49E-01;9,40E-01;9,38E-01;1,23E-06;6,34E-07;;
255;9,96E-02;0,00E+00;9,94E-01;1,00E+00;9,09E-01;9,91E-01;1,38E-06;7,58E-07;;
300;1,00E+00;4,58E-02;0,00E+00;8,26E-01;9,43E-01;9,39E-01;2,16E-06;1,24E-06;;
90;9,79E-01;1,00E+00;9,85E-01;5,15E-01;0,00E+00;5,13E-01;1,14E-07;6,14E-08;;
45;1,00E+00;9,88E-01;1,52E-01;0,00E+00;1,33E-01;9,54E-01;1,62E-06;1,20E-06;;
345;1,00E+00;9,26E-01;0,00E+00;3,85E-02;9,31E-01;9,65E-01;3,53E-07;2,02E-07;;
30;9,99E-01;9,78E-01;2,14E-02;0,00E+00;1,58E-01;1,00E+00;2,05E-07;1,79E-07;;
345;1,00E+00;9,01E-01;0,00E+00;3,01E-02;9,50E-01;9,67E-01;1,67E-06;1,03E-06;;
240;0,00E+00;4,32E-03;9,22E-01;9,95E-01;1,00E+00;5,84E-01;2,26E-07;1,65E-07;;
315;9,56E-01;4,13E-02;0,00E+00;5,13E-01;9,65E-01;1,00E+00;4,63E-08;3,23E-08;;
345;7,22E-01;1,00E+00;0,00E+00;7,97E-02;7,51E-01;7,08E-01;1,58E-06;4,71E-07;;
360;1,00E+00;8,23E-01;0,00E+00;4,20E-03;8,11E-01;1,00E+00;4,75E-08;3,21E-08;;
165;4,60E-02;9,56E-01;9,93E-01;1,00E+00;8,79E-01;0,00E+00;2,00E-06;1,19E-06;;
