Angle reel (degres);Pastille 1;Pastille 2;Pastille 3;Pastille 4;Pastille 5;Pastille 6;Moyenne reelle;Ecart type reel (degres);;
195;9,77E-01;7,22E-01;1,00E+00;9,94E-01;0,00E+00;3,83E-03;1,97E-06;1,18E-06;;
60;9,83E-01;8,17E-01;0,00E+00;2,45E-01;9,78E-01;1,00E+00;3,56E-07;1,83E-07;;
225;3,85E-01;4,66E-01;9,57E-01;1,00E+00;5,14E-01;0,00E+00;1,38E-06;4,14E-07;;
240;2,42E-01;9,92E-01;1,00E+00;9,62E-01;7,97E-01;0,00E+00;8,10E-07;4,30E-07;;
225;2,19E-01;3,88E-01;1,00E+00;9,31E-01;2,79E-01;0,00E+00;1,98E-07;1,32E-07;;
45;9,27E-01;6,08E-01;0,00E+00;9,89E-01;9,92E-01;1,00E+00;2,25E-06;8,70E-07;;
330;0,00E+00;1,22E-01;9,71E-01;9,43E-01;1,00E+00;3,86E-01;1,95E-06;1,23E-06;;
90;9,95E-01;8,32E-01;0,00E+00;8,03E-03;8,14E-01;1,00E+00;2,42E-07;1,58E-07;;
255;2,09E-01;8,86E-01;9,42E-01;9,35E-01;1,00E+00;0,00E+00;2,41E-06;8,53E-07;;
345;4,14E-02;0,00E+00;9,81E-01;1,00E+00;4,08E-01;9,56E-01;2,06E-06;1,13E-06;;
300;0,00E+00;9,61E-01;1,00E+00;9,61E-01;9,36E-01;3,67E-01;2,47E-06;8,70E-07;;
285;0,00E+00;9,29E-01;9,94E-01;1,00E+00;9,43E-01;6,40E-02;1,38E-06;8,79E-07;;
285;0,00E+00;8,98E-01;9,93E-01;1,00E+00;9,47E-01;1,47E-01;1,87E-06;8,29E-07;;
180;9,94E-01;1,00E+00;5,08E-01;3,93E-01;0,00E+00;1,82E-01;1,82E-06;1,10E-06;;
150;9,93E-01;1,00E+00;8,33E-01;0,00E+00;2,64E-02;8,05E-01;4,89E-08;3,14E-08;;
90;9,92E-01;8,26E-01;0,00E+00;9,65E-03;8,06E-01;1,00E+00;1,06E-07;6,99E-08;;
120;1,00E+00;9,57E-01;2,59E-01;0,00E+00;7,42E-01;9,91E-01;2,22E-06;9,79E-07;;
90;1,00E+00;8,31E-01;1,78E-03;0,00E+00;7,43E-01;9,82E-01;2,31E-06;8,80E-07;;
180;9,63E-01;1,00E+00;3,11E-01;2,04E-01;0,00E+00;5,91E-02;9,13E-07;8,50E-07;;
210;6,03E-01;3,05E-01;1,00E+00;7,86E-01;9,70E-02;0,00E+00;8,48E-08;5,97E-08;;
255;1,88E-01;9,14E-01;9,95E-01;9,79E-01;1,00E+00;0,00E+00;2,29E-06;8,34E-07;;
75;4,59E-01;1,00E+00;0,00E+00;2,02E-01;7,38E-01;4,07E-01;8,65E-07;1,21E-07;;
270;0,00E+00;6,87E-01;9,82E-01;1,00E+00;7,63E-01;3,18E-02;3,40E-07;1,75E-07;;
255;1,13E-01;9,64E-01;1,00E+00;9,81E-01;9,59E-01;0,00E+00;2,68E-07;1,59E-07;;
30;9,33E-01;2,53E-02;0,00E+00;9,34E-01;1,00E+00;9,60E-01;1,54E-06;5,06E-07;;
225;8,82E-01;9,98E-01;1,00E+00;8,98E-01;3,97E-01;0,00E+00;2,15E-06;9,23E-07;;
15;2,32E-01;0,00E+00;3,52E-02;9,79E-01;4,63E-01;1,00E+00;7,93E-08;6,78E-08;;
120;9,57E-01;9,78E-01;4,03E-01;0,00E+00;8,19E-01;1,00E+00;1,59E-06;3,22E-07;;
315;0,00E+00;4,35E-01;9,58E-01;9,77E-01;1,00E+00;6,82E-01;2,12E-06;8,80E-07;;
105;1,00E+00;9,39E-01;8,87E-02;0,00E+00;9,76E-01;9,65E-01;2,79E-07;1,39E-07;;
195;9,78E-01;6,39E-01;1,00E+00;9,63E-01;0,00E+00;4,17E-03;1,51E-08;1,02E-08;;
180;1,00E+00;9,89E-01;6,09E-01;2,01E-01;0,00E+00;5,51E-01;1,81E-06;9,68E-07;;
240;2,42E-01;1,00E+00;9,70E-01;9,35E-01;8,43E-01;0,00E+00;2,46E-07;1,22E-07;;
255;1,15E-01;9,68E-01;1,00E+00;9,88E-01;9,65E-01;0,00E+00;2,35E-07;1,41E-07;;
15;3,73E-01;0,00E+00;2,18E-02;1,94E-01;1,00E+00;9,77E-01;5,20E-07;4,85E-07;;
90;9,73E-01;9,10E-01;0,00E+00;1,09E-02;9,21E-01;1,00E+00;2,19E-06;1,17E-06;;
270;1,15E-02;7,26E-01;1,00E+00;9,88E-01;7,73E-01;0,00E+00;5,12E-08;2,69E-08;;
315;0,00E+00;1,87E-01;9,86E-01;9,72E-01;1,00E+00;4,34E-01;1,79E-06;1,13E-06;;
105;1,00E+00;9,04E-01;6,43E-02;0,00E+00;9,87E-01;9,72E-01;2,72E-07;1,51E-07;;
210;3,88E-01;1,00E+00;9,62E-01;9,73E-01;8,93E-02;0,00E+00;1,71E-06;1,18E-06;;
315;0,00E+00;3,23E-01;9,25E-01;9,51E-01;1,00E+00;4,47E-01;1,61E-08;8,79E-09;;
360;5,89E-02;0,00E+00;7,15E-01;9,95E-01;7,13E-01;1,00E+00;6,74E-07;4,64E-07;;
15;3,88E-01;0,00E+00;2,80E-02;2,18E-01;1,00E+00;9,69E-01;3,61E-08;3,14E-08;;
180;9,59E-01;1,00E+00;4,11E-01;2,84E-01;0,00E+00;1,11E-01;1,42E-06;1,08E-06;;
165;8,73E-01;8,79E-01;8,65E-01;2,47E-02;0,00E+00;1,00E+00;1,55E-06;5,93E-07;;
315;0,00E+00;3,61E-01;9,19E-01;9,52E-01;1,00E+00;5,19E-01;1,97E-06;9,67E-07;;
270;2,13E-02;7,68E-01;1,00E+00;9,62E-01;7,99E-01;0,00E+00;2,03E-06;8,79E-07;;
330;0,00E+00;1,01E-01;8,15E-01;1,00E+00;4,30E-01;3,21E-01;1,84E-07;1,31E-07;;
210;7,93E-01;4,32E-01;1,00E+00;9,14E-01;2,49E-01;0,00E+00;1,37E-06;5,38E-07;;
135;1,00E+00;9,89E-01;3,38E-01;0,00E+00;1,64E-01;9,60E-01;2,33E-07;1,49E-07;;
345;2,17E-02;0,00E+00;9,59E-01;1,00E+00;3,72E-01;9,56E-01;1,50E-06;9,97E-07;;
60;9,82E-01;1,00E+00;0,00E+00;4,68E-01;9,68E-01;9,44E-01;1,64E-06;4,28E-07;;
180;9,77E-01;1,00E+00;4,63E-01;1,11E-01;0,00E+00;4,21E-01;5,96E-07;4,43E-07;;
300;0,00E+00;9,46E-01;1,00E+00;9,76E-01;9,47E-01;7,07E-01;2,44E-06;8,18E-07;;
330;0,00E+00;1,30E-01;8,35E-01;1,00E+00;4,87E-01;3,51E-01;1,26E-06;8,31E-07;;
210;3,47E-01;4,41E-01;1,00E+00;8,55E-01;1,94E-01;0,00E+00;1,70E-06;8,81E-07;;
135;1,00E+00;9,88E-01;3,94E-01;0,00E+00;1,88E-01;9,55E-01;2,42E-07;1,40E-07;;
285;0,00E+00;1,00E+00;9,68E-01;9,78E-01;9,91E-01;1,49E-01;2,38E-06;1,14E-06;;
195;9,55E-01;4,27E-01;1,00E+00;9,63E-01;0,00E+00;4,46E-02;2,00E-07;1,34E-07;;
240;3,91E-01;1,00E+00;9,90E-01;9,34E-01;8,96E-01;0,00E+00;2,55E-06;8,73E-07;;
165;9,51E-01;4,75E-01;1,00E+00;3,84E-02;0,00E+00;3,48E-01;1,71E-06;1,15E-06;;
195;9,83E-01;5,41E-01;9,91E-01;1,00E+00;0,00E+00;1,63E-02;1,69E-06;1,17E-06;;
180;1,00E+00;3,32E-01;8,50E-01;5,05E-01;0,00E+00;1,16E-01;1,18E-06;8,84E-07;;
330;0,00E+00;9,09E-02;7,41E-01;1,00E+00;4,71E-01;3,04E-01;5,44E-07;3,94E-07;;
345;6,81E-03;0,00E+00;1,00E+00;9,62E-01;5,11E-01;9,71E-01;9,89E-08;7,14E-08;;
285;0,00E+00;1,00E+00;7,71E-01;7,65E-01;7,89E-01;2,23E-01;1,72E-06;3,96E-07;;
270;1,10E-02;8,25E-01;1,00E+00;9,91E-01;8,18E-01;0,00E+00;1,29E-06;8,45E-07;;
270;1,18E-01;9,38E-01;9,74E-01;9,69E-01;1,00E+00;0,00E+00;1,64E-06;3,13E-07;;
360;1,86E-01;0,00E+00;8,03E-01;9,97E-01;8,06E-01;1,00E+00;2,09E-06;1,14E-06;;
195;9,45E-01;5,01E-01;9,81E-01;1,00E+00;0,00E+00;8,25E-02;2,13E-06;1,13E-06;;
225;1,81E-01;3,61E-01;1,00E+00;9,25E-01;2,37E-01;0,00E+00;5,54E-07;4,32E-07;;
15;9,51E-01;0,00E+00;1,42E-01;3,39E-01;1,00E+00;9,66E-01;1,76E-06;1,09E-06;;
90;1,00E+00;7,83E-01;5,78E-04;0,00E+00;7,29E-01;9,95E-01;2,15E-06;9,02E-07;;
285;0,00E+00;9,74E-01;9,86E-01;1,00E+00;9,24E-01;2,35E-01;2,16E-06;9,38E-07;;
150;1,00E+00;9,96E-01;9,32E-01;0,00E+00;5,32E-02;8,89E-01;2,06E-06;1,13E-06;;
165;1,00E+00;9,91E-01;3,89E-01;2,63E-02;0,00E+00;5,03E-01;8,69E-08;6,63E-08;;
255;1,18E-01;9,68E-01;1,00E+00;9,95E-01;9,83E-01;0,00E+00;1,69E-08;9,97E-09;;
75;9,90E-01;9,85E-01;0,00E+00;1,56E-01;9,94E-01;1,00E+00;1,75E-08;8,46E-09;;
225;2,21E-01;3,87E-01;1,00E+00;9,32E-01;2,73E-01;0,00E+00;8,67E-08;5,87E-08;;
90;9,92E-01;7,34E-01;0,00E+00;4,34E-02;8,08E-01;1,00E+00;1,73E-06;7,98E-07;;
225;3,19E-01;4,83E-01;1,00E+00;9,51E-01;4,13E-01;0,00E+00;1,85E-06;8,74E-07;;
360;8,50E-02;0,00E+00;7,18E-01;9,84E-01;7,33E-01;1,00E+00;2,01E-07;1,31E-07;;
135;9,53E-01;1,00E+00;2,00E-01;0,00E+00;2,73E-02;9,21E-01;1,88E-07;1,51E-07;;
165;9,92E-01;1,00E+00;5,53E-01;6,02E-02;0,00E+00;6,45E-01;1,92E-06;1,10E-06;;
75;9,81E-01;9,39E-01;0,00E+00;8,29E-02;9,40E-01;1,00E+00;7,86E-07;4,83E-07;;
165;9,79E-01;1,00E+00;7,78E-01;1,27E-02;0,00E+00;9,77E-01;2,22E-07;1,39E-07;;
75;1,00E+00;9,66E-01;0,00E+00;1,45E-01;9,71E-01;1,00E+00;1,23E-07;6,14E-08;;
105;9,20E-01;9,46E-01;1,19E-01;0,00E+00;1,00E+00;9,31E-01;2,33E-06;1,23E-06;;
90;7,74E-01;1,00E+00;2,08E-01;0,00E+00;8,87E-01;6,03E-01;8,49E-07;6,66E-08;;
105;1,00E+00;9,23E-01;7,90E-02;0,00E+00;9,85E-01;9,49E-01;1,44E-06;7,82E-07;;
75;9,92E-01;9,70E-01;0,00E+00;1,06E-01;9,87E-01;1,00E+00;3,60E-07;1,95E-07;;
45;9,28E-01;2,87E-01;0,00E+00;1,00E+00;9,97E-01;9,66E-01;2,22E-06;9,88E-07;;
210;6,48E-01;3,87E-01;1,00E+00;8,23E-01;1,35E-01;0,00E+00;1,56E-06;9,61E-07;;
105;1,00E+00;9,41E-01;6,57E-02;0,00E+00;9,73E-01;9,91E-01;1,42E-06;8,48E-07;;
165;9,93E-01;1,00E+00;5,59E-01;5,55E-02;0,00E+00;6,47E-01;1,97E-06;1,09E-06;;
60;9,91E-01;1,00E+00;0,00E+00;4,30E-01;9,99E-01;9,95E-01;2,95E-07;1,30E-07;;
270;9,71E-03;8,55E-01;1,00E+00;9,89E-01;8,90E-01;0,00E+00;2,03E-06;1,11E-06;;
240;1,00E+00;9,72E-01;9,58E-01;9,30E-01;4,50E-01;0,00E+00;2,45E-06;1,07E-06;;
90;1,00E+00;7,98E-01;0,00E+00;5,19E-03;7,94E-01;9,88E-01;5,08E-08;2,92E-08;;
75;9,81E-01;9,88E-01;0,00E+00;1,38E-01;9,93E-01;1,00E+00;5,53E-08;2,86E-08;;
360;8,99E-02;0,00E+00;7,23E-01;9,88E-01;7,36E-01;1,00E+00;3,05E-07;1,96E-07;;
285;0,00E+00;9,42E-01;9,91E-01;1,00E+00;9,60E-01;1,67E-01;2,54E-06;8,54E-07;;
315;0,00E+00;3,11E-01;9,28E-01;9,57E-01;1,00E+00;4,37E-01;5,08E-08;2,90E-08;;
150;1,00E+00;9,86E-01;1,22E-01;0,00E+00;1,00E-03;8,25E-01;1,71E-07;1,45E-07;;
150;9,94E-01;1,00E+00;9,39E-01;0,00E+00;4,81E-02;8,85E-01;2,14E-06;1,16E-06;;
75;9,93E-01;9,61E-01;0,00E+00;3,94E-02;9,55E-01;1,00E+00;7,72E-07;5,20E-07;;
75;9,86E-01;9,77E-01;0,00E+00;6,95E-02;9,60E-01;1,00E+00;1,15E-07;7,35E-08;;
210;6,10E-01;3,02E-01;1,00E+00;7,86E-01;8,97E-02;0,00E+00;3,81E-08;2,74E-08;;
15;4,10E-01;0,00E+00;3,21E-02;2,31E-01;1,00E+00;9,67E-01;1,83E-07;1,54E-07;;
240;3,18E-01;9,97E-01;1,00E+00;9,43E-01;8,38E-01;0,00E+00;2,14E-06;8,74E-07;;
210;2,97E-01;3,94E-01;1,00E+00;8,33E-01;1,55E-01;0,00E+00;1,48E-06;9,27E-07;;
165;1,00E+00;2,89E-01;9,75E-01;1,51E-02;0,00E+00;1,50E-01;4,74E-07;4,82E-07;;
165;9,89E-01;4,20E-01;1,00E+00;3,00E-02;0,00E+00;2,47E-01;1,34E-06;1,11E-06;;
90;9,75E-01;8,63E-01;0,00E+00;7,55E-03;8,62E-01;1,00E+00;2,02E-06;1,15E-06;;
270;1,51E-02;8,45E-01;1,00E+00;9,81E-01;8,60E-01;0,00E+00;1,90E-06;1,13E-06;;
300;0,00E+00;9,42E-01;9,86E-01;1,00E+00;9,93E-01;2,52E-01;1,26E-07;5,99E-08;;
75;9,81E-01;1,00E+00;0,00E+00;1,37E-01;9,87E-01;9,88E-01;2,10E-06;1,17E-06;;
15;4,23E-01;0,00E+00;6,81E-02;1,00E+00;5,73E-01;8,81E-01;1,22E-06;6,27E-07;;
285;0,00E+00;9,08E-01;9,89E-01;1,00E+00;9,34E-01;5,63E-02;7,76E-07;5,06E-07;;
285;0,00E+00;9,39E-01;1,00E+00;9,83E-01;9,39E-01;1,12E-01;1,48E-06;7,77E-07;;
315;0,00E+00;1,76E-01;9,84E-01;9,79E-01;1,00E+00;4,30E-01;1,54E-06;1,00E-06;;
330;0,00E+00;3,03E-01;1,00E+00;7,81E-01;8,91E-01;4,30E-01;7,80E-07;2,51E-07;;
90;9,83E-01;7,05E-01;0,00E+00;3,80E-02;8,13E-01;1,00E+00;5,20E-08;2,70E-08;;
255;8,00E-02;9,03E-01;9,97E-01;1,00E+00;9,05E-01;0,00E+00;1,22E-07;6,44E-08;;
30;7,76E-01;1,62E-02;0,00E+00;8,29E-01;9,94E-01;1,00E+00;4,85E-08;3,15E-08;;
90;9,93E-01;8,24E-01;0,00E+00;4,60E-03;7,91E-01;1,00E+00;1,25E-06;8,49E-07;;
165;9,91E-01;3,45E-01;1,00E+00;2,17E-02;0,00E+00;2,00E-01;2,27E-07;2,05E-07;;
210;2,63E-01;3,22E-01;1,00E+00;7,72E-01;1,05E-01;0,00E+00;3,53E-08;2,64E-08;;
75;9,87E-01;9,88E-01;0,00E+00;7,12E-02;9,73E-01;1,00E+00;1,64E-08;1,04E-08;;
210;2,47E-01;3,22E-01;1,00E+00;7,90E-01;1,00E-01;0,00E+00;9,16E-07;7,27E-07;;
15;4,01E-01;0,00E+00;3,37E-02;2,27E-01;1,00E+00;9,68E-01;7,98E-08;6,84E-08;;
75;9,89E-01;9,83E-01;0,00E+00;9,31E-02;9,74E-01;1,00E+00;1,70E-06;1,06E-06;;
330;0,00E+00;9,06E-02;8,04E-01;1,00E+00;4,17E-01;3,04E-01;3,60E-08;2,67E-08;;
135;1,00E+00;9,77E-01;3,86E-01;0,00E+00;1,89E-01;9,54E-01;1,07E-07;6,23E-08;;
30;8,98E-01;3,05E-02;0,00E+00;9,14E-01;1,00E+00;9,79E-01;2,21E-06;1,15E-06;;
345;0,00E+00;5,31E-02;1,00E+00;7,83E-01;3,23E-01;8,06E-01;7,37E-07;2,74E-07;;
240;2,60E-01;9,89E-01;1,00E+00;9,52E-01;8,12E-01;0,00E+00;1,46E-06;7,32E-07;;
315;0,00E+00;4,69E-01;9,24E-01;9,72E-01;1,00E+00;7,24E-01;2,39E-06;8,65E-07;;
315;0,00E+00;3,45E-01;9,93E-01;9,22E-01;1,00E+00;5,93E-01;1,44E-06;5,84E-07;;
75;1,00E+00;9,64E-01;0,00E+00;1,20E-01;9,88E-01;9,97E-01;1,72E-08;9,30E-09;;
240;1,00E+00;9,16E-01;6,12E-01;6,67E-01;6,11E-01;0,00E+00;8,87E-07;2,24E-07;;
360;6,33E-02;0,00E+00;6,97E-01;9,81E-01;7,15E-01;1,00E+00;1,19E-06;8,14E-07;;
300;0,00E+00;2,41E-01;1,00E+00;9,89E-01;9,81E-01;7,28E-01;7,82E-07;4,58E-07;;
345;1,55E-02;0,00E+00;9,65E-01;1,00E+00;3,06E-01;9,33E-01;1,41E-08;9,99E-09;;
270;0,00E+00;7,08E-01;9,94E-01;1,00E+00;7,90E-01;3,51E-02;2,57E-07;1,34E-07;;
180;9,64E-01;1,00E+00;3,24E-01;2,26E-01;0,00E+00;6,97E-02;3,55E-08;3,14E-08;;
255;2,06E-01;8,88E-01;9,44E-01;9,44E-01;1,00E+00;0,00E+00;2,50E-06;8,67E-07;;
345;0,00E+00;3,01E-02;1,00E+00;7,80E-01;5,45E-01;8,39E-01;7,54E-07;2,83E-07;;
165;9,85E-01;1,00E+00;5,26E-01;5,20E-02;0,00E+00;6,17E-01;1,75E-06;1,05E-06;;
45;7,73E-01;6,14E-01;0,00E+00;1,00E+00;7,85E-01;7,14E-01;1,71E-06;4,01E-07;;
150;9,88E-01;1,00E+00;8,43E-01;0,00E+00;6,06E-02;7,78E-01;1,63E-06;9,09E-07;;
165;9,85E-01;1,00E+00;7,64E-01;7,80E-03;0,00E+00;9,60E-01;1,33E-06;8,76E-07;;
120;9,86E-01;1,00E+00;2,26E-01;0,00E+00;2,79E-01;9,80E-01;1,83E-06;1,14E-06;;
120;1,00E+00;9,84E-01;1,81E-01;0,00E+00;6,01E-01;9,84E-01;3,48E-07;1,75E-07;;
150;7,82E-01;9,43E-01;2,71E-01;2,62E-02;0,00E+00;1,00E+00;7,36E-07;2,44E-07;;
300;0,00E+00;1,00E+00;5,16E-01;3,37E-01;4,49E-01;4,05E-01;9,04E-07;9,70E-08;;
165;9,92E-01;1,00E+00;5,29E-01;4,99E-02;0,00E+00;6,26E-01;1,83E-06;1,10E-06;;
45;9,34E-01;5,67E-01;0,00E+00;9,82E-01;9,94E-01;1,00E+00;1,87E-08;7,84E-09;;
240;2,21E-01;9,89E-01;1,00E+00;9,61E-01;8,46E-01;0,00E+00;1,45E-06;7,74E-07;;
165;9,89E-01;1,00E+00;8,18E-01;1,93E-02;0,00E+00;9,68E-01;1,95E-06;1,12E-06;;
225;4,12E-01;1,00E+00;9,66E-01;9,56E-01;2,44E-01;0,00E+00;1,92E-06;1,13E-06;;
285;0,00E+00;9,11E-01;1,00E+00;9,74E-01;9,72E-01;1,00E-01;2,47E-07;1,23E-07;;
30;7,67E-01;3,57E-02;0,00E+00;8,36E-01;1,00E+00;9,91E-01;2,50E-07;1,45E-07;;
60;9,76E-01;1,00E+00;0,00E+00;5,29E-01;9,42E-01;9,29E-01;2,58E-06;8,46E-07;;
165;1,00E+00;9,97E-01;3,71E-01;2,39E-02;0,00E+00;4,93E-01;3,92E-08;3,05E-08;;
150;1,00E+00;9,85E-01;1,00E-01;6,04E-05;0,00E+00;8,33E-01;1,01E-06;9,06E-07;;
315;0,00E+00;2,80E-01;9,28E-01;9,87E-01;1,00E+00;4,27E-01;7,33E-07;4,50E-07;;
300;0,00E+00;3,03E-01;9,95E-01;9,86E-01;1,00E+00;7,54E-01;3,57E-07;1,90E-07;;
360;5,95E-02;0,00E+00;4,38E-01;8,13E-01;2,28E-01;1,00E+00;8,70E-07;7,51E-07;;
225;8,84E-01;1,00E+00;9,99E-01;9,00E-01;3,44E-01;0,00E+00;2,44E-07;1,17E-07;;
180;1,00E+00;8,54E-01;6,57E-01;1,99E-01;0,00E+00;7,00E-01;7,22E-07;1,88E-07;;
135;9,84E-01;1,00E+00;1,59E-01;0,00E+00;1,86E-02;9,37E-01;6,18E-07;5,36E-07;;
120;1,00E+00;9,53E-01;2,56E-01;0,00E+00;7,50E-01;9,81E-01;2,32E-06;9,87E-07;;
315;0,00E+00;3,15E-01;9,17E-01;9,49E-01;1,00E+00;4,41E-01;1,11E-07;6,23E-08;;
120;1,00E+00;9,98E-01;1,53E-01;0,00E+00;2,20E-01;9,89E-01;1,44E-06;1,05E-06;;
30;7,99E-01;1,08E-02;0,00E+00;8,10E-01;9,94E-01;1,00E+00;7,20E-07;4,90E-07;;
330;0,00E+00;5,48E-02;9,60E-01;9,41E-01;1,00E+00;2,75E-01;1,95E-07;1,50E-07;;
195;9,87E-01;5,26E-01;9,91E-01;1,00E+00;0,00E+00;1,25E-02;1,45E-06;1,03E-06;;
345;3,08E-02;0,00E+00;1,00E+00;7,52E-01;1,78E-01;8,10E-01;7,48E-07;2,40E-07;;
120;1,00E+00;9,89E-01;1,62E-01;0,00E+00;6,55E-01;9,92E-01;2,54E-07;1,44E-07;;
75;9,90E-01;9,88E-01;0,00E+00;6,81E-02;9,62E-01;1,00E+00;2,28E-07;1,45E-07;;
180;1,00E+00;2,62E-01;8,28E-01;4,46E-01;0,00E+00;8,29E-02;7,51E-08;6,14E-08;;
240;2,55E-01;1,00E+00;9,75E-01;9,41E-01;8,55E-01;0,00E+00;3,73E-07;1,81E-07;;
135;1,00E+00;9,73E-01;3,80E-01;0,00E+00;1,91E-01;9,53E-01;2,12E-07;1,24E-07;;
225;3,84E-01;1,00E+00;9,50E-01;9,50E-01;2,41E-01;0,00E+00;1,99E-06;1,17E-06;;
15;9,37E-01;0,00E+00;1,06E-01;2,76E-01;1,00E+00;9,80E-01;9,91E-08;6,94E-08;;
75;9,85E-01;9,82E-01;0,00E+00;7,16E-02;9,62E-01;1,00E+00;2,61E-07;1,66E-07;;
285;0,00E+00;9,61E-01;9,94E-01;1,00E+00;9,13E-01;1,79E-01;1,47E-06;7,87E-07;;
315;0,00E+00;3,58E-01;9,29E-01;9,66E-01;1,00E+00;5,19E-01;1,70E-06;8,64E-07;;
210;7,04E-01;4,30E-01;1,00E+00;8,34E-01;1,70E-01;0,00E+00;1,82E-06;9,73E-07;;
300;0,00E+00;9,33E-01;9,87E-01;1,00E+00;9,77E-01;5,80E-01;8,95E-07;4,06E-07;;
225;8,79E-01;1,00E+00;9,91E-01;9,21E-01;3,49E-01;0,00E+00;1,77E-08;8,34E-09;;
240;2,05E-01;9,95E-01;1,00E+00;9,64E-01;8,32E-01;0,00E+00;8,09E-07;4,51E-07;;
30;8,06E-01;0,00E+00;1,08E-02;2,29E-01;1,00E+00;9,39E-01;1,58E-06;1,20E-06;;
360;9,62E-02;0,00E+00;4,83E-01;8,40E-01;2,61E-01;1,00E+00;1,11E-08;8,76E-09;;
15;9,46E-01;0,00E+00;1,04E-01;2,71E-01;1,00E+00;9,75E-01;1,43E-08;9,77E-09;;
105;1,00E+00;9,70E-01;5,11E-02;0,00E+00;9,79E-01;9,91E-01;2,61E-07;1,67E-07;;
345;0,00E+00;1,95E-02;9,67E-01;1,00E+00;4,03E-01;9,43E-01;1,68E-06;1,18E-06;;
330;0,00E+00;1,40E-01;7,74E-01;1,00E+00;5,40E-01;3,73E-01;1,34E-06;7,61E-07;;
240;2,43E-01;1,00E+00;9,58E-01;9,31E-01;8,41E-01;0,00E+00;2,81E-07;1,38E-07;;
150;1,00E+00;9,98E-01;9,15E-01;0,00E+00;8,40E-02;8,21E-01;2,16E-06;9,98E-07;;
300;0,00E+00;9,32E-01;9,85E-01;9,97E-01;1,00E+00;2,62E-01;2,89E-07;1,35E-07;;
90;9,96E-01;7,27E-01;0,00E+00;3,31E-02;7,97E-01;1,00E+00;1,34E-06;7,31E-07;;
60;9,81E-01;9,92E-01;0,00E+00;3,92E-01;9,94E-01;1,00E+00;8,68E-07;4,27E-07;;
120;1,00E+00;9,89E-01;1,54E-01;0,00E+00;6,50E-01;9,98E-01;1,12E-07;6,42E-08;;
15;9,43E-01;0,00E+00;1,10E-01;2,85E-01;1,00E+00;9,83E-01;3,01E-07;2,04E-07;;
255;1,54E-01;1,00E+00;9,98E-01;9,82E-01;9,63E-01;0,00E+00;2,41E-06;9,16E-07;;
255;9,82E-02;9,52E-01;1,00E+00;9,78E-01;9,61E-01;0,00E+00;1,40E-06;8,70E-07;;
300;0,00E+00;6,43E-01;6,99E-01;6,32E-01;8,18E-01;1,00E+00;8,66E-07;1,94E-07;;
135;9,57E-01;1,00E+00;3,28E-01;0,00E+00;5,09E-02;9,37E-01;1,80E-06;1,19E-06;;
165;9,86E-01;1,00E+00;7,82E-01;2,40E-02;0,00E+00;9,72E-01;3,37E-07;2,07E-07;;
255;8,48E-02;9,04E-01;1,00E+00;9,79E-01;9,25E-01;0,00E+00;5,55E-08;3,01E-08;;
360;2,11E-01;0,00E+00;9,33E-01;8,31E-01;1,00E+00;9,90E-01;1,15E-07;6,54E-08;;
195;9,70E-01;7,13E-01;9,94E-01;1,00E+00;0,00E+00;1,27E-03;2,15E-06;1,26E-06;;
330;0,00E+00;1,26E-01;9,73E-01;9,54E-01;1,00E+00;4,05E-01;1,87E-06;1,18E-06;;
210;4,54E-01;1,00E+00;9,66E-01;9,87E-01;1,23E-01;0,00E+00;1,87E-06;1,16E-06;;
30;7,44E-01;2,80E-02;0,00E+00;7,99E-01;1,00E+00;9,82E-01;4,94E-08;2,98E-08;;
90;1,00E+00;7,74E-01;0,00E+00;1,59E-02;8,03E-01;9,97E-01;2,21E-07;1,23E-07;;
345;0,00E+00;3,07E-02;1,00E+00;9,42E-01;4,33E-01;9,30E-01;1,35E-06;6,96E-07;;
300;0,00E+00;4,49E-01;9,98E-01;9,85E-01;1,00E+00;8,76E-01;2,41E-06;1,03E-06;;
15;9,90E-01;0,00E+00;1,74E-01;3,63E-01;1,00E+00;9,75E-01;2,02E-06;1,09E-06;;
60;9,37E-01;8,59E-01;0,00E+00;3,80E-01;9,68E-01;1,00E+00;2,40E-06;9,20E-07;;
315;0,00E+00;3,88E-01;9,23E-01;9,73E-01;1,00E+00;6,49E-01;2,74E-07;1,27E-07;;
120;9,23E-01;9,15E-01;3,70E-01;0,00E+00;8,39E-01;1,00E+00;1,58E-06;4,28E-07;;
180;9,72E-01;1,00E+00;4,80E-01;1,23E-01;0,00E+00;4,49E-01;9,04E-08;6,23E-08;;
180;9,74E-01;1,00E+00;4,82E-01;1,28E-01;0,00E+00;4,53E-01;1,81E-07;1,24E-07;;
360;1,84E-01;0,00E+00;6,29E-01;8,81E-01;3,99E-01;1,00E+00;1,71E-06;1,07E-06;;
195;9,73E-01;4,56E-01;9,70E-01;1,00E+00;0,00E+00;9,86E-03;2,93E-07;2,14E-07;;
255;2,57E-01;8,23E-01;7,77E-01;7,68E-01;1,00E+00;0,00E+00;1,68E-06;3,52E-07;;
240;2,89E-01;9,90E-01;1,00E+00;9,56E-01;8,66E-01;0,00E+00;1,84E-06;8,57E-07;;
240;1,00E+00;9,76E-01;9,79E-01;9,53E-01;4,43E-01;0,00E+00;2,26E-06;1,02E-06;;
45;9,36E-01;5,50E-01;0,00E+00;9,83E-01;9,95E-01;1,00E+00;2,98E-07;1,25E-07;;
